time,c_S,OD,DCW,c_Ac,XOD,q_S_meas_DCW,q_S_meas_OD,ΔSΔt,Q_S_cum_offline,Volume,qX_DCW,qX_OD,Y_XS
0.0,18.809999465942383,0.699999988079071,0.30000001192092896,99.37999725341797,0.16844614252929221,NaN,NaN,NaN,-0.0,1.4785937538698768,NaN,NaN,NaN
2.4333333333333336,20.399999618530273,2.640000104904175,0.9750000238418579,66.30000305175781,0.8264097163883547,-0.7933775527045094,-0.936028603563732,1.1618093729033394,-0.0,1.5019322435119902,0.28647489500419,0.3284952498067947,-0.41404656419506936
4.433333333333334,12.90999984741211,7.880000114440918,2.875,26.3700008392334,2.6035895749847957,1.3404418171353543,1.4801757778149995,-5.727030090830107,-0.0,1.4860849914640804,0.3286265758226637,0.33960176396886704,0.2533506188986455
6.433333333333334,0.029999999329447746,26.899999618530273,7.400000095367432,45.06999969482422,9.054345294004394,0.8807925473465328,0.7198604341585321,-9.570652921141171,-0.0,1.468372391499416,0.30339997628834986,0.3544899756176533,0.40246704707662023
8.433333333333334,0.019999999552965164,29.799999237060547,9.949999809265137,49.470001220703125,10.037898901372614,0.21273405851327917,0.21087120546132235,-0.007283467461580496,6.226372730989464,1.4742118248112557,0.12961364656602228,0.05077847327021101,0.23869461065653172
10.433333333333334,0.029999999329447746,37.400001525878906,12.625,43.93000030517578,12.615488780836932,0.23177626810717078,0.2319510116245297,0.007514521678581786,14.924979426949072,1.4837760063104664,0.1084806451182193,0.10472414534540163,0.4518329085227067
12.433333333333334,0.029999999329447746,44.79999923706055,14.850000381469727,31.06999969482422,15.125245815576791,0.19719585885824084,0.19360733802113458,0.00011858789361222574,23.661575382778018,1.4916818660613245,0.07716876647749099,0.08517609230379604,0.4319365162988894
14.433333333333334,0.029999999329447746,50.400001525878906,16.924999237060547,32.22999954223633,17.024522773147222,0.16563287092279613,0.16466459890565477,0.00010601469480123887,32.06478498060203,1.4987495125393813,0.06336859774610314,0.05787542590569646,0.34941992844326797
16.433333333333334,0.029999999329447746,59.5,19.575000762939453,32.15999984741211,20.110846050252732,0.16108391556462456,0.15679190036041146,0.00015524971391697381,41.58213416071197,1.5090994936985196,0.07065337246930292,0.07963573371444412,0.49437421132524806
18.433333333333334,0.029999999329447746,66.5999984741211,21.799999237060547,30.079999923706055,22.518856405464355,0.161701827480298,0.15653990825423988,0.00019604376872471574,52.314121820499935,1.5221690785722952,0.054886986600725614,0.057300540027394,0.3543592606235424
20.433333333333334,0.029999999329447746,72.80000305175781,25.674999237060547,20.260000228881836,24.621628015870485,0.15549690304347286,0.1621494266923801,0.00024536445083460715,64.59938789623698,1.5385267089935573,0.07997620094815683,0.047563717186306635,0.3058820867513295
21.916666666666668,0.029999999329447746,77.5999984741211,28.149999618530273,23.139999389648438,26.249577475880752,0.15385901272527117,0.16499812819857607,-0.00034740752640359524,74.37279843414181,1.5213493364707686,0.052330582480902124,0.034670211144873474,0.22533753811861637
23.916666666666668,0.029999999329447746,92.55000305175781,33.474998474121094,19.739999771118164,31.319968119572653,0.1590706314985701,0.17001579076846035,0.0005897413884462695,90.99471873563746,1.5606654299126366,0.09012920825592549,0.09150179816162812,0.5752274778795397
25.916666666666668,0.019999999552965164,105.44999694824219,35.67499923706055,18.31999969482422,35.69508439574149,0.18182903027291003,0.18172671744783464,-0.007476357364398903,111.65125465504687,1.593362391718103,0.04046155963515537,0.07028733811874827,0.3865572951318769
28.0,3.25,109.19999694824219,37.79999923706055,23.299999237060547,36.96692112429253,0.22084026196645665,0.2258170677989908,2.5607425720246213,145.7042954598734,1.6513069555405224,0.04288051011644906,0.03277803890795799,0.14842419863157305
29.166666666666668,12.520000457763672,115.93749872843425,38.32500012715658,27.549999237060547,39.25198838368622,0.1934053187392836,0.18883779320480132,13.445426627466864,175.93210739849332,1.6815557429017247,0.026949262781932007,0.06442001730495034,0.33308296651236635
30.0,15.75,120.75,38.70000076293945,113.45999908447266,40.88417928325313,0.2986496649825396,0.2826947358439489,6.79651821020073,197.9337770839689,1.6963075457810788,0.021962509137924243,0.05792585918360842,0.19395923041465668
