time,c_S,OD,DCW,c_Ac
0.0,18.809999465942383,0.699999988079071,0.30000001192092896,99.37999725341797
2.4333333333333336,20.399999618530273,2.640000104904175,0.9750000238418579,66.30000305175781
4.433333333333334,12.90999984741211,7.880000114440918,2.875,26.3700008392334
6.433333333333334,0.029999999329447746,26.899999618530273,7.400000095367432,45.06999969482422
8.433333333333334,0.019999999552965164,29.799999237060547,9.949999809265137,49.470001220703125
10.433333333333334,0.029999999329447746,37.400001525878906,12.625,43.93000030517578
12.433333333333334,0.029999999329447746,44.79999923706055,14.850000381469727,31.06999969482422
14.433333333333334,0.029999999329447746,50.400001525878906,16.924999237060547,32.22999954223633
16.433333333333334,0.029999999329447746,59.5,19.575000762939453,32.15999984741211
18.433333333333334,0.029999999329447746,66.5999984741211,21.799999237060547,30.079999923706055
20.433333333333334,0.029999999329447746,72.80000305175781,25.674999237060547,20.260000228881836
21.916666666666668,0.029999999329447746,77.5999984741211,28.149999618530273,23.139999389648438
23.916666666666668,0.029999999329447746,92.55000305175781,33.474998474121094,19.739999771118164
25.916666666666668,0.019999999552965164,105.44999694824219,35.67499923706055,18.31999969482422
28.0,3.25,109.19999694824219,37.79999923706055,23.299999237060547
29.166666666666668,12.520000457763672,115.93749872843425,38.32500012715658,27.549999237060547
30.0,15.75,120.75,38.70000076293945,113.45999908447266
