timestamp,K2S1_mX,K2S1_mS,K2S1_mCO2,K2S1_mO2,K2S1_cX,K2S1_cS,K2S1_rX,K2S1_rS,K2S1_rCO2,K2S1_rO2,K2S1_h
7.001098554444445,17.5,0.0,0.0,0.0,11.96662461186449,0.0,-0.6339318676812788,0.005893899175214272,1.043921734466652,-0.7808412562578142,9.953862695142233e-5
7.002487444722222,17.49924963966429,0.004820516137711555,0.002475354945713366,-0.002488161041294657,11.965899055712047,0.003296244735519641,-0.44926743473686065,-0.2126335932125755,1.0578160799226655,-0.7846467386436653,0.00010581688390741356
7.003876349444445,17.498744792087614,0.009349759686397254,0.004975945735244168,-0.004997183670787405,11.965318269741044,0.006393192867406282,-0.28009934523988167,-0.4136415935569437,1.0717449481811825,-0.7890059585024909,0.00011214653955308736
7.005265228333333,17.498465262903604,0.013609385358486787,0.007501660996674606,-0.007527812204795187,11.96489753430141,0.009305667604136862,-0.12456692605625755,-0.5989918848110638,1.0853495346968056,-0.7935944935452013,0.00011843614331910599
7.006654118611111,17.49839319595357,0.017623906588946466,0.010052154521816535,-0.0100804260462453,11.964624635328164,0.012050445122789475,0.018909495546433945,-0.7704985683982466,1.098667668718318,-0.7983859682489525,0.00012469432974999398
7.008043004722223,17.498512887331213,0.021417634850703242,0.012627024752971923,-0.01265526133299968,11.96448090120466,0.014644152035670294,0.15177194380931802,-0.9298174288678556,1.111733529851094,-0.8033560484363365,0.00013093046231117412
7.009431891666667,17.498810389497535,0.025008651186237043,0.015225956065597216,-0.015252567360826938,11.964456985190884,0.01709915844079089,0.2751296352515802,-1.078222191366442,1.124573530315957,-0.8084861040618907,0.00013715090370805156
7.010820788055556,17.499272753221508,0.028408100548075403,0.017849701963259926,-0.017873443456609343,11.964524263044755,0.01942305906466265,0.3892016868845113,-1.2166083755235855,1.138137281978548,-0.8144592871529077,0.0001434465169365898
7.012209677777777,17.499887591400462,0.031625655517157854,0.02050025427375687,-0.02052002735635469,11.964674554732168,0.0216224632224956,0.49478610541567697,-1.3457507042117896,1.1522360527827082,-0.8211111154637415,0.00014982052598466866
7.013598561111111,17.50064378510013,0.034670563668554685,0.02317845782259243,-0.023193450036636126,11.964913248467877,0.023703715798325156,0.5929380457688638,-1.4663560719264583,1.1661546659765416,-0.827885465728649,0.000156191624018607
7.014987451666667,17.501531429529166,0.03755186743104116,0.025883961423566255,-0.025893780174921846,11.965233943441012,0.025673003567412866,0.6842221068186072,-1.5790728792856668,1.1799066619453156,-0.8347729252219644,0.00016256196934189636
7.0163763391666665,17.502541473491437,0.04028293016935359,0.02861649938884561,-0.028621120927250665,11.965612814508592,0.02753942598395797,0.7693095801039062,-1.6846719050467196,1.1935079189274451,-0.8417621418458494,0.00016893676592774962
7.017765222777778,17.50366576392329,0.04287916177938855,0.03137627587406049,-0.03137592977110006,11.966045115249761,0.02931351588155847,0.8489031273851081,-1.7839600037631833,1.2069751399239363,-0.8488412931909328,0.00017532302117965272
7.0191541172222225,17.504896701861753,0.0453517544713446,0.03416396864185519,-0.03415902552534554,11.966526467710086,0.03100292332377572,0.9229998031244447,-1.8775420946834367,1.2212004305366293,-0.8566592838130218,0.00018179255001009239
7.020543007500001,17.50622718145906,0.04770741493206911,0.03698065181555879,-0.036971509850149346,11.967052822660271,0.03261223269907658,0.9921592043249281,-1.9658275857899719,1.2358551136128333,-0.8649579861341801,0.0001883157266849139
7.021931895,17.50765057675015,0.04994874664179877,0.03982762810798537,-0.03981466464866371,11.967630447385961,0.03414325288813929,1.056914997685631,-2.049054863556671,1.2504027345434534,-0.8733290462649269,0.0001948602263772344
7.023320785,17.509160859558186,0.0520791724366736,0.042704750339071465,-0.04268858972842169,11.96825574369153,0.03559832819181995,1.1174873239106426,-2.127476747254777,1.2648485782855623,-0.8817687981048772,0.00020142602318977385
7.024709673888889,17.510752606333824,0.054104853472724417,0.04561158975884179,-0.0455931091096349,11.968941517566206,0.03698172440613955,1.1741737195964232,-2.2014348722285613,1.279199686982672,-0.8902722132852816,0.00020801511416457065
7.026098564722222,17.512420597477096,0.056032740342951574,0.04854832235388192,-0.0485285658696358,11.969684281151828,0.03829820141537213,1.2272810035244601,-2.2712815750116064,1.2934633859260953,-0.8988341527179586,0.00021463019564721536
7.027487455000001,17.51415978834438,0.05787050652335495,0.05151570316053648,-0.051495799748053905,11.970496657994715,0.03955306525153992,1.276612651567231,-2.337380798523106,1.308499762275719,-0.9080868384057216,0.00022139667871866843
7.028876345555556,17.51596531962023,0.05962656110173906,0.054515084941177856,-0.05449616581058239,11.971374966983337,0.0407520743456312,1.3226073323353877,-2.4001087581929546,1.3241322432330485,-0.9178868893744875,0.00022831461860760256
7.030265228888889,17.51783272306458,0.06130874886673446,0.05754788518979483,-0.057531079277203724,11.97231978680472,0.04190061400660747,1.365971267120531,-2.459811440482127,1.3396956817648544,-0.927726470853868,0.0002352754499811127
7.031654105555556,17.519758486171096,0.0629168513528241,0.06061381843371423,-0.06060043264635694,11.973328235359137,0.042998544379323794,1.4067470128089175,-2.5165377183912168,1.3551910977816202,-0.9376048728450481,0.00024227733456648587
7.03304301,17.52173898829554,0.064449754498733,0.06371317425359499,-0.06370444105712793,11.974389343844631,0.044045083310426836,1.44494548322509,-2.5703003710397856,1.3706191129248695,-0.9475221751453926,0.00024931791496115576
7.0344318875,17.523770597332295,0.06590910336405746,0.06684632901171149,-0.06684322802979623,11.975500350489114,0.045041361735062346,1.4806606021613147,-2.621206861388276,1.3859813905984844,-0.9574763834613602,0.00025639648406365173
